	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
0	-1.0	-0.839469282330744	0.31450623067003514	0.5559510971464708	-0.4423523319258088	-0.10282625544071966	-0.5759602459476041	-0.32273362722057963	-0.5117672939570598	1.9547111097008836	-0.22068370737618737	-0.39816652969059774	-0.09351221666624024	-0.1279159573056358	-0.16538950863773078	-0.06597904084514847	-0.10910894511799618	-0.1877669040497027	-0.15936381457791915	-0.1488351394468968	-0.5690083407150361	-0.2833152987899314	-0.043139798140728804	-0.3068769162619068	-0.22222222222222224	-0.3574818821833989	1.1519936359094145	-0.49903231958843386	0.9944426862105403	-0.9093531090412993	-0.06106573702705595	-0.024891337579430815	-0.10314212462587934	-0.3429971702850177	-0.035212577361842363	2.659887215654077	-0.5221643748454714	-1.034655894736419	0.5814018997338111	-0.46488112225742756
1	-1.0	0.39358473400772986	0.31450623067003514	0.5559510971464708	0.29494095296454337	-0.8311788981458152	0.7414759090065501	0.3359203002788755	0.7766062065174011	-0.5115845482420281	-0.22068370737618737	-0.39816652969059774	-0.09351221666624024	-0.1279159573056358	-0.16538950863773078	-0.06597904084514847	-0.10910894511799618	-0.1877669040497027	-0.15936381457791915	-0.1488351394468968	1.7574434827147953	-0.2833152987899314	-0.043139798140728804	-0.3068769162619068	-0.22222222222222224	-0.3574818821833989	-0.8680603510544339	-0.49903231958843386	-1.0055883701157644	1.0996828295383152	-0.06106573702705595	-0.024891337579430815	-0.10314212462587934	-0.3429971702850177	-0.035212577361842363	-0.37595579019845615	1.9151057562974083	-1.034655894736419	-1.7199806200458578	-0.46488112225742756
2	-1.0	0.39358473400772986	0.31450623067003514	0.5559510971464708	-0.3874728964808959	-0.6490907374695414	1.5413478602287152	-0.5422849363870647	1.4307238932947735	1.9547111097008836	-0.22068370737618737	-0.39816652969059774	-0.09351221666624024	-0.1279159573056358	-0.16538950863773078	-0.06597904084514847	-0.10910894511799618	-0.1877669040497027	-0.15936381457791915	-0.1488351394468968	-0.5690083407150361	-0.2833152987899314	-0.043139798140728804	-0.3068769162619068	-0.22222222222222224	-0.3574818821833989	-0.8680603510544339	2.0038782274156675	0.9944426862105403	-0.9093531090412993	-0.06106573702705595	-0.024891337579430815	-0.10314212462587934	-0.3429971702850177	-0.035212577361842363	-0.37595579019845615	1.9151057562974083	-1.034655894736419	-1.7199806200458578	2.1510875622225223
3	-1.0	-0.839469282330744	0.31450623067003514	0.5559510971464708	-0.5998324510286025	0.6255263872643759	-0.3877550809541535	-0.7618362455535497	-0.01389634207792561	1.9547111097008836	-0.22068370737618737	-0.39816652969059774	-0.09351221666624024	-0.1279159573056358	-0.16538950863773078	-0.06597904084514847	-0.10910894511799618	-0.1877669040497027	-0.15936381457791915	-0.1488351394468968	-0.5690083407150361	-0.2833152987899314	-0.043139798140728804	-0.3068769162619068	-0.22222222222222224	-0.3574818821833989	-0.8680603510544339	-0.49903231958843386	0.9944426862105403	-0.9093531090412993	-0.06106573702705595	-0.024891337579430815	-0.10314212462587934	-0.3429971702850177	-0.035212577361842363	2.659887215654077	-0.5221643748454714	-1.034655894736419	-1.7199806200458578	-0.46488112225742756
4	-1.0	-0.839469282330744	0.31450623067003514	-1.8288059331099706	-1.149819836683056	1.1717908692931975	-0.85826799343778	-1.2009388638865197	-0.5806217873020462	1.9547111097008836	-0.22068370737618737	-0.39816652969059774	-0.09351221666624024	-0.1279159573056358	-0.16538950863773078	-0.06597904084514847	-0.10910894511799618	-0.1877669040497027	-0.15936381457791915	-0.1488351394468968	-0.5690083407150361	-0.2833152987899314	-0.043139798140728804	-0.3068769162619068	-0.22222222222222224	-0.3574818821833989	1.1519936359094145	-0.49903231958843386	0.9944426862105403	-0.9093531090412993	-0.06106573702705595	-0.024891337579430815	-0.10314212462587934	-0.3429971702850177	-0.035212577361842363	-0.37595579019845615	-0.5221643748454714	0.9665049076579725	-1.7199806200458578	2.1510875622225223
5	-1.0	0.39358473400772986	0.31450623067003514	0.5559510971464708	0.3259597643029724	-0.2849144161169936	0.46857841976604675	0.3359203002788755	0.3277278749029692	-0.5115845482420281	4.531372124791047	-0.39816652969059774	-0.09351221666624024	-0.1279159573056358	-0.16538950863773078	-0.06597904084514847	-0.10910894511799618	-0.1877669040497027	-0.15936381457791915	-0.1488351394468968	-0.5690083407150361	-0.2833152987899314	-0.043139798140728804	-0.3068769162619068	-0.22222222222222224	-0.3574818821833989	-0.8680603510544339	2.0038782274156675	-1.0055883701157644	1.0996828295383152	-0.06106573702705595	-0.024891337579430815	-0.10314212462587934	-0.3429971702850177	-0.035212577361842363	-0.37595579019845615	-0.5221643748454714	0.9665049076579725	0.5814018997338111	-0.46488112225742756
6	-1.0	-0.839469282330744	0.31450623067003514	-1.8288059331099706	-1.0651146211050384	0.8076145479406498	-0.4818576634508788	-1.2009388638865197	-0.01389634207792561	1.9547111097008836	-0.22068370737618737	-0.39816652969059774	-0.09351221666624024	-0.1279159573056358	-0.16538950863773078	-0.06597904084514847	-0.10910894511799618	-0.1877669040497027	-0.15936381457791915	-0.1488351394468968	-0.5690083407150361	-0.2833152987899314	-0.043139798140728804	-0.3068769162619068	-0.22222222222222224	-0.3574818821833989	1.1519936359094145	-0.49903231958843386	0.9944426862105403	-0.9093531090412993	-0.06106573702705595	-0.024891337579430815	-0.10314212462587934	-0.3429971702850177	-0.035212577361842363	2.659887215654077	-0.5221643748454714	-1.034655894736419	-1.7199806200458578	2.1510875622225223
7	-1.0	-0.839469282330744	0.31450623067003514	-1.8288059331099706	-1.669981442204405	0.8076145479406498	-0.2277806907097205	-1.6400414822194898	-0.01389634207792561	1.9547111097008836	-0.22068370737618737	-0.39816652969059774	-0.09351221666624024	-0.1279159573056358	-0.16538950863773078	-0.06597904084514847	-0.10910894511799618	-0.1877669040497027	-0.15936381457791915	-0.1488351394468968	-0.5690083407150361	-0.2833152987899314	-0.043139798140728804	-0.3068769162619068	-0.22222222222222224	-0.3574818821833989	-0.8680603510544339	2.0038782274156675	0.9944426862105403	-0.9093531090412993	-0.06106573702705595	-0.024891337579430815	-0.10314212462587934	-0.3429971702850177	-0.035212577361842363	-0.37595579019845615	1.9151057562974083	-1.034655894736419	-1.7199806200458578	-0.46488112225742756
8	-1.0	1.6266387503462039	0.31450623067003514	-1.8288059331099706	1.004794520132439	-0.8311788981458152	1.7671940582208558	0.5554716094453606	2.5059132893741802	1.9547111097008836	-0.22068370737618737	-0.39816652969059774	-0.09351221666624024	-0.1279159573056358	-0.16538950863773078	-0.06597904084514847	-0.10910894511799618	-0.1877669040497027	-0.15936381457791915	-0.1488351394468968	-0.5690083407150361	-0.2833152987899314	-0.043139798140728804	-0.3068769162619068	-0.22222222222222224	-0.3574818821833989	-0.8680603510544339	-0.49903231958843386	-1.0055883701157644	1.0996828295383152	-0.06106573702705595	-0.024891337579430815	-0.10314212462587934	-0.3429971702850177	-0.035212577361842363	-0.37595579019845615	1.9151057562974083	-1.034655894736419	0.5814018997338111	-0.46488112225742756
9	-1.0	1.6266387503462039	-3.083002548808936	0.5559510971464708	1.72180627453228	-1.0132670588220891	0.8826297827516381	1.6532281552777857	1.2069467899235673	-0.5115845482420281	-0.22068370737618737	-0.39816652969059774	-0.09351221666624024	-0.1279159573056358	-0.16538950863773078	-0.06597904084514847	-0.10910894511799618	-0.1877669040497027	-0.15936381457791915	-0.1488351394468968	1.7574434827147953	-0.2833152987899314	-0.043139798140728804	-0.3068769162619068	-0.22222222222222224	-0.3574818821833989	-0.8680603510544339	2.0038782274156675	-1.0055883701157644	1.0996828295383152	-0.06106573702705595	-0.024891337579430815	-0.10314212462587934	2.915475947422651	-0.035212577361842363	-0.37595579019845615	-0.5221643748454714	-1.034655894736419	0.5814018997338111	-0.46488112225742756
10	-1.0	1.6266387503462039	-3.083002548808936	0.5559510971464708	1.9938173893461963	-1.0132670588220891	0.8826297827516381	2.7509847011102107	1.2069467899235673	-0.5115845482420281	-0.22068370737618737	-0.39816652969059774	-0.09351221666624024	-0.1279159573056358	-0.16538950863773078	-0.06597904084514847	-0.10910894511799618	-0.1877669040497027	-0.15936381457791915	-0.1488351394468968	1.7574434827147953	-0.2833152987899314	-0.043139798140728804	-0.3068769162619068	-0.22222222222222224	-0.3574818821833989	-0.8680603510544339	2.0038782274156675	-1.0055883701157644	1.0996828295383152	-0.06106573702705595	-0.024891337579430815	-0.10314212462587934	2.915475947422651	-0.035212577361842363	-0.37595579019845615	-0.5221643748454714	-1.034655894736419	0.5814018997338111	-0.46488112225742756
11	-1.0	1.6266387503462039	-3.083002548808936	0.5559510971464708	2.005747701399438	-1.0132670588220891	0.8826297827516381	2.7509847011102107	1.2069467899235673	-0.5115845482420281	-0.22068370737618737	-0.39816652969059774	-0.09351221666624024	-0.1279159573056358	-0.16538950863773078	-0.06597904084514847	-0.10910894511799618	-0.1877669040497027	-0.15936381457791915	-0.1488351394468968	1.7574434827147953	-0.2833152987899314	-0.043139798140728804	-0.3068769162619068	-0.22222222222222224	-0.3574818821833989	-0.8680603510544339	2.0038782274156675	-1.0055883701157644	1.0996828295383152	-0.06106573702705595	-0.024891337579430815	-0.10314212462587934	2.915475947422651	-0.035212577361842363	-0.37595579019845615	-0.5221643748454714	-1.034655894736419	0.5814018997338111	-0.46488112225742756
